ID,Target,PESQ_Mix,PESQ_Disc,PESQ_Gen,ESTOI_Mix,ESTOI_Disc,ESTOI_Gen,SISNR_Mix,SISNR_Disc,SISNR_Gen,SDR_Mix,SDR_Disc,SDR_Gen,DNSMOS_Mix,DNSMOS_Disc,DNSMOS_Gen,SIM_Disc,SIM_Gen,WER_Disc,WER_Gen
1089-134691-0014_7127-75947-0023,Spk2,1.758,3.198,2.51,0.596,0.92,0.749,-0.031,12.253,6.011,0.282,12.835,6.658,3.489,3.257,2.435,0.983,0.92,-3.75,24.103
1089-134691-0015_3575-170457-0015,Spk1,1.738,3.199,2.178,0.418,0.599,0.332,-0.082,13.237,7.084,0.358,14.632,8.598,3.147,3.05,2.523,0.987,0.878,-3.75,44.103
1089-134691-0015_3575-170457-0015,Spk2,1.745,3.195,2.279,0.65,0.899,0.693,0.078,14.706,8.509,0.339,16.942,10.798,3.147,3.087,2.462,0.973,0.916,18.472,35.214
1089-134691-0015_5683-32879-0011,Spk1,1.813,3.004,2.226,0.415,0.582,0.344,3.916,14.006,7.829,4.139,15.182,9.094,2.798,3.115,1.844,0.966,0.92,-3.75,24.103
1089-134691-0015_5683-32879-0011,Spk2,1.67,2.914,1.393,0.629,0.871,0.634,-4.125,12.267,5.912,-3.922,15.066,8.563,2.798,3.046,1.858,0.981,0.908,-3.75,24.103
1089-134691-0015_672-122797-0050,Spk1,1.904,3.652,2.647,0.431,0.598,0.375,5.187,17.295,11.111,5.335,18.925,12.893,3.537,3.154,2.805,0.979,0.92,-3.75,44.103
1089-134691-0015_672-122797-0050,Spk2,1.68,3.034,1.664,0.551,0.767,0.512,-5.516,10.952,4.268,-5.271,14.738,7.811,3.537,3.48,2.61,0.98,0.909,36.25,64.103
1089-134691-0016_260-123286-0009,Spk1,1.469,3.321,2.274,0.303,0.838,0.668,-6.436,14.17,7.98,-6.107,14.192,8.094,2.717,3.513,2.901,0.989,0.917,-3.75,24.103
1089-134691-0016_260-123286-0009,Spk2,1.97,2.862,1.467,0.664,0.897,0.683,6.178,11.785,5.579,6.37,13.008,6.863,2.717,3.433,2.529,0.986,0.922,-3.75,24.103
1089-134691-0017_5142-36586-0004,Spk1,1.803,3.367,2.119,0.636,0.93,0.753,6.173,15.293,9.016,6.455,15.902,9.689,3.354,3.128,2.398,0.992,0.925,-3.75,24.103
1089-134691-0017_5142-36586-0004,Spk2,1.311,2.733,1.737,0.422,0.924,0.725,-6.681,14.024,7.589,-6.099,14.428,8.041,3.354,3.045,2.299,0.985,0.925,-3.75,24.103
