ID,Target,PESQ_Mix,PESQ_Disc,PESQ_Gen,ESTOI_Mix,ESTOI_Disc,ESTOI_Gen,SISNR_Mix,SISNR_Disc,SISNR_Gen,SDR_Mix,SDR_Disc,SDR_Gen,DNSMOS_Mix,DNSMOS_Disc,DNSMOS_Gen,SIM_Disc,SIM_Gen,WER_Disc,WER_Gen
1089-134686-0029_121-127105-0007,Spk1,1.26,2.686,2.402,0.291,0.756,0.755,-5.392,10.947,10.928,-5.462,12.085,12.064,2.069,3.006,3.26,0.959,0.971,19.45,19.45
1089-134686-0029_121-127105-0007,Spk2,1.711,3.077,2.906,0.6,0.856,0.841,1.291,9.424,9.4,1.105,11.019,10.984,2.069,2.969,2.727,0.976,0.979,29.839,29.839
1089-134686-0031_1320-122612-0008,Spk1,1.987,2.802,2.385,0.556,0.843,0.806,2.856,11.405,11.296,2.647,12.556,12.446,1.984,3.351,3.523,0.981,0.986,1.268,1.268
1089-134686-0031_1320-122612-0008,Spk2,1.427,2.61,2.169,0.417,0.808,0.732,-3.985,10.43,10.377,-4.084,12.914,12.84,1.984,3.288,3.655,0.971,0.973,10.792,6.03
1089-134686-0031_61-70968-0026,Spk1,1.421,2.851,2.249,0.297,0.763,0.742,-1.534,12.544,12.433,-1.607,13.672,13.571,1.843,3.27,3.526,0.951,0.945,11.268,11.269
1089-134686-0031_61-70968-0026,Spk2,1.666,2.758,2.357,0.483,0.837,0.825,0.506,12.012,11.975,0.33,13.751,13.719,1.843,3.17,3.461,0.949,0.966,10.792,1.269
1089-134686-0032_4507-16021-0049,Spk1,1.479,2.988,2.719,0.409,0.825,0.811,-3.557,13.718,13.649,-3.594,14.729,14.648,2.092,2.929,3.117,0.939,0.952,1.268,1.269
1089-134686-0032_4507-16021-0049,Spk2,1.439,2.55,2.415,0.477,0.762,0.735,2.931,10.058,9.933,2.732,15.337,15.043,2.092,2.442,2.924,0.93,0.89,26.268,9.602
1089-134686-0032_6829-68771-0030,Spk1,1.74,2.941,2.662,0.551,0.825,0.796,2.729,12.872,12.764,2.527,13.961,13.835,2.181,2.862,2.946,0.96,0.959,1.268,1.269
1089-134686-0032_6829-68771-0030,Spk2,1.321,2.274,2.062,0.407,0.86,0.808,-4.085,9.428,9.287,-4.144,10.449,10.31,2.181,2.866,3.03,0.955,0.971,9.601,9.602
1089-134686-0033_1320-122612-0001,Spk1,1.754,2.949,2.45,0.315,0.728,0.684,-3.998,12.696,12.52,-3.825,14.274,14.074,2.611,3.329,3.421,0.959,0.942,1.268,1.269
1089-134686-0033_1320-122612-0001,Spk2,1.547,2.683,2.221,0.564,0.853,0.803,3.798,11.805,11.706,3.584,15.393,15.216,2.611,3.026,3.36,0.969,0.978,1.268,10.36
1089-134686-0034_5639-40744-0005,Spk1,1.54,2.319,2.046,0.252,0.699,0.689,-6.547,9.89,9.837,-6.613,10.936,10.884,2.005,3.301,3.233,0.885,0.843,8.96,32.038
1089-134686-0034_5639-40744-0005,Spk2,1.455,2.37,2.165,0.508,0.783,0.776,2.407,7.116,7.118,2.221,8.307,8.299,2.005,3.135,3.183,0.928,0.956,38.768,20.019
1089-134686-0034_8455-210777-0067,Spk1,1.682,2.876,2.255,0.432,0.823,0.797,-2.315,12.275,12.088,-2.494,13.546,13.342,1.794,3.38,3.7,0.971,0.966,23.49,23.491
1089-134686-0034_8455-210777-0067,Spk2,1.366,1.946,1.699,0.434,0.697,0.558,0.177,8.469,8.229,0.082,12.766,12.356,1.794,2.944,3.185,0.92,0.953,19.45,46.724
1089-134686-0034_8463-294828-0036,Spk1,1.552,2.631,2.32,0.365,0.81,0.769,-4.296,11.481,11.229,-4.345,12.72,12.462,2.178,3.033,3.728,0.954,0.975,1.268,1.269
1089-134686-0034_8463-294828-0036,Spk2,1.758,3.325,3.049,0.539,0.841,0.821,2.132,10.682,10.635,1.938,13.671,13.581,2.178,2.844,3.204,0.977,0.995,1.268,1.269
1089-134686-0035_2300-131720-0025,Spk1,1.752,3.249,2.741,0.408,0.857,0.834,1.322,11.636,11.567,1.393,13.304,13.207,2.221,3.182,3.209,0.952,0.944,1.268,1.269
1089-134686-0035_2300-131720-0025,Spk2,1.478,3.136,2.87,0.468,0.836,0.814,-2.67,7.034,6.981,-2.561,11.035,10.965,2.221,3.187,3.359,0.97,0.97,12.379,1.269
1089-134686-0035_5683-32866-0010,Spk1,1.284,2.495,2.157,0.211,0.675,0.657,-8.192,10.308,10.216,-7.529,11.895,11.827,1.926,3.076,3.354,0.942,0.938,45.712,56.825
1089-134686-0035_5683-32866-0010,Spk2,1.411,1.45,1.404,0.592,0.703,0.676,4.354,-0.26,-0.318,4.193,4.009,3.958,1.926,3.126,3.558,0.959,0.973,38.768,38.769
1089-134686-0036_6930-75918-0008,Spk1,1.597,2.55,1.881,0.241,0.666,0.578,-1.301,12.167,12.07,-1.348,13.976,13.85,2.281,3.094,2.949,0.934,0.933,17.935,34.602
1089-134686-0036_6930-75918-0008,Spk2,1.304,2.955,2.696,0.421,0.836,0.834,-3.37,7.59,7.27,-3.531,11.971,11.497,2.281,3.208,3.158,0.951,0.977,1.268,1.269
1089-134686-0037_2094-142345-0001,Spk1,1.798,2.86,2.388,0.511,0.783,0.739,0.768,12.01,11.976,0.622,13.121,13.072,1.94,3.157,3.197,0.961,0.968,1.268,8.961
1089-134686-0037_2094-142345-0001,Spk2,1.33,2.279,2.23,0.309,0.753,0.737,-2.145,1.598,1.58,-2.274,8.449,8.416,1.94,2.946,3.385,0.966,0.985,15.554,1.269
1089-134686-0037_4446-2271-0000,Spk1,2.048,3.058,2.596,0.487,0.791,0.758,2.525,13.379,13.338,2.462,14.789,14.733,2.399,3.174,3.291,0.944,0.969,1.268,12.38
1089-134686-0037_4446-2271-0000,Spk2,1.327,2.228,2.243,0.345,0.761,0.764,-4.104,7.74,7.741,-3.813,13.85,13.853,2.399,3.238,3.752,0.927,0.945,1.268,1.269
1089-134691-0001_1320-122617-0013,Spk1,1.592,2.715,2.214,0.23,0.657,0.592,-4.365,10.665,10.591,-4.369,11.549,11.471,2.387,3.435,3.568,0.959,0.956,13.033,13.034
1089-134691-0001_1320-122617-0013,Spk2,1.559,3.067,2.654,0.523,0.862,0.827,2.042,10.059,10.026,1.921,14.038,13.97,2.387,3.57,3.434,0.98,0.978,7.518,13.769
1089-134691-0002_4507-16021-0036,Spk1,1.976,2.789,2.575,0.498,0.821,0.791,2.193,8.662,8.633,1.962,10.174,10.133,1.959,3.216,3.227,0.974,0.98,1.268,1.269
1089-134691-0002_4507-16021-0036,Spk2,1.704,2.114,2.074,0.429,0.698,0.721,-2.592,8.76,8.744,-2.623,13.082,13.033,1.959,2.937,2.829,0.867,0.849,45.712,23.491
1089-134691-0002_8455-210777-0005,Spk1,1.76,2.547,2.413,0.412,0.785,0.783,0.801,9.174,9.185,0.684,10.663,10.669,1.861,3.323,3.535,0.95,0.97,7.935,7.936
1089-134691-0002_8455-210777-0005,Spk2,1.408,2.386,2.093,0.349,0.75,0.722,-4.858,7.897,7.864,-4.65,10.736,10.671,1.861,3.057,3.494,0.957,0.968,7.518,13.769
1089-134691-0005_908-157963-0011,Spk1,1.537,2.697,2.175,0.346,0.691,0.607,-3.882,9.972,9.877,-4.038,10.981,10.869,1.853,3.452,3.546,0.956,0.958,1.268,8.961
1089-134691-0005_908-157963-0011,Spk2,1.765,2.475,2.118,0.448,0.666,0.585,2.56,8.441,8.402,2.365,12.912,12.837,1.853,3.442,3.459,0.941,0.953,1.268,9.602
1089-134691-0006_4446-2275-0012,Spk1,1.487,2.443,2.126,0.402,0.766,0.748,0.552,10.24,10.2,0.359,11.465,11.413,2.062,3.366,3.494,0.975,0.987,1.268,1.269
1089-134691-0006_4446-2275-0012,Spk2,1.326,2.314,2.181,0.264,0.677,0.689,-5.225,6.8,6.81,-5.243,9.651,9.669,2.062,2.753,3.306,0.95,0.959,13.033,13.034
1089-134691-0006_4446-2275-0026,Spk1,1.421,2.822,2.396,0.377,0.802,0.784,-0.645,10.672,10.611,-0.775,12.035,11.954,2.293,3.344,3.439,0.977,0.985,1.268,1.269
1089-134691-0006_4446-2275-0026,Spk2,1.456,3.223,2.806,0.37,0.865,0.846,-2.47,11.038,10.969,-2.519,12.397,12.304,2.293,2.554,2.514,0.979,0.982,1.268,1.269
1089-134691-0012_1320-122612-0015,Spk1,1.706,3.107,2.712,0.446,0.858,0.839,-2.068,10.683,10.585,-2.309,12.026,11.919,2.183,3.336,3.419,0.977,0.987,5.616,1.269
1089-134691-0012_1320-122612-0015,Spk2,1.515,2.901,2.835,0.455,0.833,0.827,1.277,10.052,10.016,1.08,12.055,12.016,2.183,3.26,3.445,0.969,0.98,6.268,6.269
1089-134691-0013_4992-23283-0007,Spk1,1.532,3.319,2.751,0.411,0.867,0.843,-3.406,12.609,12.513,-3.411,14.474,14.35,2.664,3.107,3.377,0.964,0.978,12.379,1.269
1089-134691-0013_4992-23283-0007,Spk2,1.423,2.991,2.893,0.56,0.886,0.856,1.858,10.141,10.12,1.702,15.408,15.335,2.664,3.109,3.309,0.972,0.983,1.268,1.269
1089-134691-0014_237-134500-0012,Spk1,1.689,2.684,2.121,0.362,0.761,0.706,-3.494,12.557,12.407,-3.653,13.889,13.711,2.027,3.243,3.77,0.96,0.966,1.268,1.269
1089-134691-0014_237-134500-0012,Spk2,1.527,2.863,2.878,0.554,0.837,0.837,3.452,11.975,11.943,3.249,13.575,13.531,2.027,2.876,2.867,0.977,0.989,7.935,1.269
1089-134691-0014_2830-3980-0041,Spk1,1.611,2.798,2.177,0.408,0.823,0.749,-2.292,13.799,13.65,-2.372,15.057,14.885,2.506,3.097,3.677,0.965,0.968,1.268,19.451
1089-134691-0014_2830-3980-0041,Spk2,1.37,2.601,2.296,0.392,0.697,0.662,-0.876,9.335,9.291,-1.005,12.449,12.374,2.506,3.283,4.038,0.973,0.985,10.359,28.542
1089-134691-0014_7127-75947-0023,Spk1,1.454,2.637,2.208,0.288,0.747,0.71,-2.386,11.507,11.466,-2.454,12.936,12.892,2.329,3.402,3.912,0.949,0.962,10.359,28.542
1089-134691-0014_7127-75947-0023,Spk2,1.532,1.748,1.825,0.479,0.775,0.775,-2.361,4.149,4.102,-2.447,5.819,5.768,2.329,3.442,3.459,0.973,0.981,31.268,21.269
1089-134691-0015_3575-170457-0015,Spk1,1.814,3.17,2.986,0.223,0.506,0.471,-1.125,10.938,10.938,-1.099,13.194,13.192,2.038,3.353,3.275,0.956,0.98,1.268,1.269
