N,PESQ_Mix,PESQ_Disc,PESQ_Gen,ESTOI_Mix,ESTOI_Disc,ESTOI_Gen,SISNR_Mix,SISNR_Disc,SISNR_Gen,SDR_Mix,SDR_Disc,SDR_Gen,DNSMOS_Mix,DNSMOS_Disc,DNSMOS_Gen,SIM_Disc,SIM_Gen,WER_Disc,WER_Gen
1,2.118,3.182,2.542,0.6,0.89,0.817,4.989,10.549,10.402,5.036,11.233,11.084,2.506,3.256,3.392,0.994,0.992,7.143,7.143
2,1.712,2.918,2.529,0.544,0.844,0.794,-0.075,9.92,9.816,-0.018,11.128,11.019,2.506,3.074,3.344,0.991,0.988,8.834,8.834
3,1.846,2.966,2.613,0.583,0.863,0.825,2.312,10.658,10.572,2.372,11.808,11.716,2.755,3.125,3.213,0.992,0.989,5.89,5.89
4,1.716,2.894,2.611,0.551,0.87,0.831,0.009,10.874,10.8,0.112,12.324,12.24,2.879,3.118,3.308,0.982,0.979,5.98,4.417
5,1.694,2.855,2.547,0.526,0.873,0.839,0.156,10.926,10.85,0.277,12.273,12.188,2.788,3.084,3.35,0.983,0.98,4.784,3.534
6,1.694,2.934,2.644,0.533,0.881,0.851,-0.012,11.307,11.234,0.127,12.674,12.593,2.727,3.051,3.264,0.984,0.98,3.986,2.945
7,1.694,2.957,2.657,0.534,0.881,0.852,-0.13,11.283,11.212,-0.0,12.551,12.472,2.815,3.059,3.248,0.983,0.979,3.417,4.111
8,1.69,2.9,2.64,0.535,0.871,0.843,-0.001,10.724,10.66,0.12,12.455,12.382,2.88,3.067,3.244,0.983,0.98,3.684,4.292
9,1.682,2.985,2.736,0.535,0.878,0.849,0.07,11.308,11.244,0.187,12.979,12.905,2.907,3.072,3.215,0.982,0.98,3.275,3.815
10,1.649,3.003,2.77,0.532,0.882,0.853,0.018,11.494,11.429,0.149,13.377,13.302,2.927,3.079,3.225,0.983,0.98,2.948,4.343
11,1.638,3.009,2.786,0.53,0.883,0.857,-0.452,11.688,11.627,-0.315,13.455,13.385,2.916,3.069,3.234,0.982,0.98,3.506,5.601
12,1.657,3.025,2.76,0.543,0.884,0.852,0.049,11.794,11.712,0.183,13.467,13.376,2.906,3.039,3.217,0.981,0.979,3.214,6.416
13,1.656,3.058,2.795,0.538,0.887,0.854,-0.056,12.236,12.149,0.074,13.873,13.777,2.907,3.047,3.225,0.98,0.976,2.967,6.884
14,1.662,3.091,2.788,0.539,0.89,0.857,0.03,12.283,12.183,0.157,14.01,13.889,2.909,3.059,3.244,0.981,0.977,2.755,8.433
15,1.663,3.084,2.793,0.534,0.886,0.852,-0.084,12.135,12.039,0.042,13.775,13.659,2.927,3.074,3.258,0.981,0.977,2.571,9.352
16,1.666,3.03,2.743,0.536,0.879,0.846,0.033,11.817,11.724,0.152,13.397,13.286,2.944,3.066,3.25,0.981,0.977,4.077,12.518
17,1.667,3.059,2.769,0.543,0.883,0.852,0.24,12.138,12.047,0.359,13.695,13.586,2.897,3.073,3.271,0.98,0.978,3.837,11.782
18,1.648,3.102,2.786,0.535,0.883,0.852,0.003,12.304,12.21,0.154,13.894,13.78,2.856,3.056,3.26,0.98,0.977,3.624,11.683
19,1.664,3.108,2.798,0.538,0.886,0.856,0.069,12.231,12.142,0.213,13.797,13.688,2.88,3.072,3.266,0.979,0.977,3.433,11.068
20,1.649,3.067,2.773,0.537,0.881,0.853,0.011,12.059,11.974,0.151,13.812,13.709,2.901,3.059,3.247,0.978,0.977,3.262,10.514
21,1.645,3.061,2.758,0.528,0.88,0.85,-0.01,12.12,12.037,0.129,13.846,13.744,2.915,3.064,3.267,0.979,0.978,3.106,10.014
22,1.636,3.063,2.759,0.532,0.882,0.852,0.02,12.186,12.106,0.161,13.92,13.821,2.927,3.059,3.269,0.979,0.977,3.874,10.468
23,1.632,3.056,2.748,0.53,0.881,0.85,-0.031,12.091,12.013,0.107,13.78,13.685,2.935,3.067,3.269,0.979,0.977,3.706,10.012
24,1.629,3.011,2.72,0.53,0.881,0.851,0.002,11.889,11.815,0.137,13.636,13.544,2.943,3.065,3.261,0.979,0.977,3.93,9.974
25,1.646,3.016,2.711,0.536,0.881,0.85,0.151,11.966,11.891,0.286,13.696,13.604,2.951,3.082,3.27,0.98,0.977,3.773,9.575
26,1.646,3.011,2.711,0.534,0.877,0.845,0.013,11.868,11.795,0.18,13.688,13.598,2.957,3.078,3.278,0.98,0.977,4.397,9.976
27,1.648,3.004,2.711,0.536,0.876,0.845,0.084,11.833,11.761,0.246,13.614,13.525,2.944,3.072,3.277,0.98,0.977,4.234,9.607
28,1.648,3.008,2.717,0.533,0.872,0.84,0.011,11.792,11.718,0.17,13.603,13.512,2.931,3.066,3.262,0.98,0.978,4.083,9.263
29,1.656,3.023,2.722,0.536,0.873,0.84,0.021,11.879,11.799,0.181,13.659,13.562,2.944,3.066,3.262,0.98,0.978,4.708,9.71
30,1.656,3.02,2.723,0.534,0.873,0.84,0.01,11.962,11.883,0.175,13.753,13.659,2.956,3.072,3.277,0.98,0.978,5.028,9.863
31,1.67,3.041,2.741,0.54,0.876,0.842,0.12,12.12,12.042,0.281,13.878,13.784,2.922,3.064,3.273,0.981,0.978,4.866,9.545
32,1.664,3.043,2.74,0.537,0.875,0.842,0.015,12.039,11.963,0.174,13.948,13.856,2.891,3.06,3.287,0.98,0.978,5.16,9.693
33,1.663,3.055,2.744,0.534,0.875,0.842,-0.147,12.125,12.048,0.013,14.003,13.909,2.884,3.064,3.294,0.98,0.978,5.004,9.399
34,1.662,3.057,2.735,0.538,0.876,0.842,0.024,12.152,12.073,0.182,14.061,13.963,2.877,3.067,3.297,0.981,0.978,4.856,9.123
35,1.665,3.051,2.733,0.536,0.875,0.841,-0.017,12.179,12.102,0.144,14.058,13.962,2.872,3.072,3.285,0.981,0.978,4.922,9.066
36,1.664,3.053,2.73,0.537,0.875,0.841,0.023,12.18,12.104,0.183,14.122,14.027,2.867,3.061,3.265,0.981,0.978,4.785,8.814
37,1.674,3.054,2.733,0.54,0.874,0.84,0.123,12.171,12.096,0.282,14.081,13.988,2.864,3.064,3.265,0.981,0.978,4.849,8.769
38,1.676,3.047,2.727,0.538,0.868,0.836,0.029,11.994,11.92,0.188,13.929,13.837,2.861,3.056,3.264,0.981,0.978,4.721,8.538
39,1.689,3.053,2.733,0.542,0.868,0.836,0.195,12.024,11.951,0.351,13.932,13.84,2.855,3.062,3.257,0.981,0.979,4.6,8.503
40,1.684,3.055,2.726,0.541,0.868,0.835,0.027,12.102,12.017,0.182,13.984,13.878,2.849,3.062,3.262,0.981,0.978,4.485,8.603
41,1.687,3.064,2.732,0.543,0.869,0.835,0.127,12.154,12.068,0.28,14.008,13.903,2.844,3.067,3.267,0.981,0.978,4.376,8.567
42,1.679,3.056,2.723,0.544,0.868,0.832,0.027,12.188,12.1,0.185,14.014,13.906,2.838,3.061,3.262,0.981,0.978,4.488,8.904
43,1.701,3.057,2.717,0.55,0.869,0.833,0.153,12.198,12.11,0.309,14.005,13.896,2.833,3.056,3.256,0.981,0.978,4.384,8.697
44,1.701,3.068,2.73,0.548,0.866,0.831,0.028,12.221,12.132,0.185,14.035,13.927,2.828,3.056,3.258,0.981,0.978,4.284,8.499
45,1.696,3.082,2.746,0.548,0.867,0.832,0.081,12.284,12.194,0.238,14.097,13.988,2.833,3.058,3.251,0.981,0.978,4.467,8.31
46,1.691,3.094,2.746,0.548,0.868,0.833,0.028,12.319,12.223,0.188,14.144,14.026,2.837,3.062,3.256,0.981,0.978,4.369,8.13
47,1.702,3.108,2.755,0.55,0.869,0.833,0.177,12.383,12.283,0.335,14.205,14.082,2.829,3.063,3.247,0.981,0.978,4.276,7.957
48,1.692,3.104,2.755,0.546,0.869,0.834,0.026,12.42,12.32,0.185,14.228,14.106,2.82,3.06,3.241,0.981,0.978,4.485,8.089
49,1.693,3.114,2.767,0.545,0.87,0.835,0.009,12.535,12.433,0.167,14.32,14.196,2.825,3.059,3.246,0.981,0.978,4.393,8.044
50,1.69,3.118,2.773,0.546,0.871,0.836,0.024,12.556,12.454,0.179,14.373,14.248,2.83,3.061,3.254,0.982,0.979,4.306,8.026
51,1.685,3.115,2.761,0.545,0.87,0.835,0.02,12.597,12.493,0.173,14.394,14.266,2.819,3.062,3.253,0.982,0.979,4.33,8.086
52,1.685,3.12,2.765,0.545,0.87,0.834,0.025,12.61,12.504,0.179,14.396,14.265,2.809,3.06,3.249,0.982,0.978,4.247,7.931
53,1.685,3.123,2.76,0.545,0.87,0.834,0.041,12.66,12.55,0.206,14.422,14.289,2.794,3.063,3.251,0.981,0.979,4.167,8.371
54,1.685,3.123,2.757,0.547,0.871,0.835,0.024,12.63,12.518,0.188,14.417,14.28,2.779,3.07,3.261,0.981,0.978,4.222,8.216
55,1.685,3.119,2.748,0.548,0.871,0.834,0.055,12.644,12.527,0.217,14.409,14.267,2.766,3.076,3.27,0.981,0.979,4.145,8.206
56,1.681,3.116,2.746,0.548,0.872,0.835,0.021,12.662,12.545,0.183,14.407,14.266,2.754,3.08,3.274,0.981,0.978,4.071,8.187
57,1.682,3.116,2.744,0.546,0.872,0.835,-0.026,12.672,12.555,0.134,14.396,14.255,2.743,3.083,3.272,0.982,0.978,4.0,8.043
58,1.677,3.123,2.755,0.546,0.873,0.836,0.018,12.67,12.555,0.178,14.468,14.329,2.733,3.084,3.275,0.982,0.979,4.054,8.028
59,1.677,3.113,2.746,0.546,0.872,0.835,0.09,12.648,12.534,0.249,14.432,14.294,2.74,3.084,3.262,0.981,0.978,4.173,7.892
60,1.669,3.108,2.746,0.546,0.872,0.835,0.01,12.623,12.51,0.173,14.405,14.269,2.746,3.083,3.264,0.981,0.978,4.659,8.316
61,1.665,3.099,2.737,0.542,0.87,0.833,-0.107,12.602,12.489,0.057,14.364,14.228,2.757,3.081,3.269,0.981,0.978,4.756,8.438
62,1.668,3.099,2.737,0.545,0.87,0.833,0.008,12.626,12.513,0.17,14.398,14.262,2.768,3.084,3.268,0.981,0.978,4.679,8.376
63,1.665,3.098,2.736,0.544,0.87,0.833,0.08,12.685,12.572,0.242,14.442,14.306,2.771,3.086,3.271,0.981,0.977,4.605,8.243
64,1.66,3.1,2.736,0.543,0.87,0.834,0.003,12.676,12.564,0.17,14.425,14.29,2.773,3.086,3.266,0.981,0.978,4.533,8.114
65,1.663,3.104,2.742,0.543,0.871,0.834,-0.045,12.665,12.553,0.128,14.4,14.265,2.776,3.088,3.263,0.981,0.978,4.463,7.989
66,1.663,3.101,2.745,0.544,0.871,0.834,0.002,12.652,12.54,0.174,14.416,14.279,2.779,3.091,3.269,0.981,0.978,4.395,8.057
67,1.663,3.109,2.753,0.545,0.872,0.835,0.038,12.718,12.602,0.207,14.471,14.33,2.773,3.092,3.269,0.982,0.978,4.33,7.937
68,1.659,3.105,2.752,0.544,0.872,0.835,0.004,12.719,12.603,0.172,14.456,14.316,2.767,3.095,3.273,0.982,0.978,4.4,7.954
69,1.659,3.105,2.751,0.544,0.873,0.835,-0.035,12.699,12.583,0.133,14.417,14.277,2.771,3.098,3.278,0.982,0.977,4.336,7.839
70,1.659,3.1,2.747,0.544,0.872,0.834,0.005,12.65,12.535,0.172,14.376,14.237,2.775,3.098,3.275,0.982,0.978,4.453,7.905
71,1.655,3.098,2.746,0.542,0.872,0.834,-0.055,12.665,12.551,0.113,14.379,14.241,2.775,3.096,3.274,0.981,0.977,4.518,7.922
72,1.661,3.105,2.754,0.545,0.872,0.835,0.003,12.638,12.524,0.169,14.348,14.211,2.774,3.09,3.269,0.982,0.978,4.455,7.812
73,1.667,3.104,2.752,0.546,0.873,0.835,0.053,12.633,12.518,0.217,14.333,14.195,2.77,3.092,3.267,0.982,0.978,4.394,7.705
74,1.665,3.104,2.747,0.546,0.873,0.835,0.001,12.639,12.524,0.166,14.346,14.207,2.767,3.094,3.273,0.982,0.978,4.399,7.665
75,1.662,3.103,2.738,0.543,0.872,0.834,-0.014,12.656,12.54,0.151,14.354,14.215,2.766,3.093,3.279,0.982,0.978,4.34,7.83
76,1.666,3.105,2.736,0.544,0.873,0.835,0.001,12.676,12.56,0.165,14.379,14.24,2.766,3.093,3.276,0.982,0.977,4.283,7.727
77,1.665,3.107,2.74,0.544,0.873,0.835,-0.042,12.724,12.609,0.123,14.418,14.279,2.77,3.092,3.275,0.982,0.978,4.228,7.626
78,1.665,3.104,2.738,0.545,0.872,0.834,0.005,12.698,12.583,0.168,14.446,14.305,2.775,3.087,3.269,0.981,0.977,4.28,7.635
79,1.666,3.103,2.739,0.546,0.872,0.834,0.051,12.72,12.604,0.214,14.457,14.316,2.775,3.085,3.263,0.981,0.977,4.226,7.539
80,1.663,3.102,2.735,0.545,0.873,0.834,0.002,12.697,12.58,0.166,14.423,14.281,2.775,3.084,3.26,0.981,0.977,4.173,7.549
81,1.663,3.101,2.732,0.543,0.872,0.833,-0.046,12.705,12.587,0.12,14.428,14.285,2.784,3.085,3.264,0.981,0.976,4.533,7.456
82,1.664,3.1,2.729,0.544,0.872,0.833,0.007,12.72,12.601,0.173,14.459,14.313,2.792,3.087,3.264,0.981,0.976,4.478,7.365
83,1.665,3.099,2.728,0.543,0.872,0.832,-0.06,12.732,12.613,0.105,14.458,14.313,2.803,3.087,3.267,0.981,0.976,4.424,7.369
84,1.666,3.099,2.73,0.544,0.872,0.832,0.006,12.69,12.573,0.17,14.412,14.269,2.813,3.086,3.269,0.981,0.976,4.446,7.578
85,1.67,3.102,2.729,0.545,0.872,0.832,-0.011,12.712,12.59,0.152,14.424,14.275,2.82,3.089,3.268,0.981,0.976,4.524,7.751
86,1.671,3.098,2.724,0.546,0.872,0.832,0.006,12.687,12.564,0.17,14.441,14.289,2.826,3.087,3.269,0.981,0.976,4.472,7.661
87,1.669,3.098,2.725,0.544,0.872,0.832,-0.038,12.7,12.577,0.126,14.443,14.291,2.822,3.09,3.273,0.981,0.976,4.42,7.573
88,1.673,3.102,2.729,0.545,0.873,0.832,0.003,12.685,12.562,0.166,14.44,14.289,2.818,3.09,3.27,0.981,0.977,4.37,7.486
89,1.675,3.105,2.729,0.545,0.873,0.832,0.03,12.687,12.565,0.195,14.44,14.288,2.818,3.091,3.27,0.981,0.977,4.321,7.527
90,1.676,3.111,2.74,0.545,0.873,0.833,0.003,12.663,12.542,0.171,14.442,14.29,2.819,3.09,3.273,0.981,0.977,4.273,7.444
91,1.672,3.115,2.74,0.543,0.874,0.834,-0.081,12.687,12.565,0.095,14.465,14.312,2.822,3.091,3.275,0.981,0.976,4.226,7.484
92,1.674,3.113,2.741,0.545,0.874,0.834,-0.004,12.611,12.49,0.172,14.403,14.251,2.825,3.093,3.278,0.981,0.976,4.316,7.403
93,1.673,3.114,2.734,0.543,0.873,0.833,0.009,12.641,12.519,0.185,14.431,14.278,2.828,3.093,3.281,0.981,0.976,4.449,7.323
94,1.674,3.115,2.737,0.543,0.873,0.833,-0.003,12.602,12.474,0.172,14.417,14.256,2.83,3.093,3.279,0.981,0.976,4.401,7.245
95,1.677,3.116,2.734,0.544,0.873,0.833,0.014,12.609,12.482,0.188,14.416,14.255,2.826,3.096,3.28,0.981,0.976,4.355,7.25
96,1.674,3.106,2.727,0.542,0.872,0.832,-0.004,12.492,12.365,0.171,14.351,14.192,2.821,3.096,3.283,0.981,0.976,4.31,7.174
97,1.679,3.109,2.728,0.543,0.872,0.831,0.035,12.514,12.386,0.21,14.366,14.205,2.819,3.097,3.28,0.981,0.976,4.265,7.1
98,1.676,3.101,2.724,0.542,0.871,0.831,-0.004,12.472,12.346,0.174,14.373,14.214,2.818,3.1,3.285,0.98,0.976,4.448,7.028
99,1.676,3.103,2.726,0.54,0.871,0.83,-0.042,12.484,12.357,0.138,14.373,14.214,2.823,3.102,3.285,0.98,0.976,4.404,6.957
100,1.677,3.108,2.73,0.541,0.871,0.83,-0.002,12.485,12.359,0.177,14.402,14.242,2.828,3.107,3.287,0.981,0.976,4.36,6.887
101,1.683,3.107,2.731,0.542,0.871,0.83,0.023,12.455,12.33,0.201,14.365,14.206,2.829,3.106,3.285,0.981,0.976,4.316,6.819
102,1.682,3.103,2.726,0.541,0.87,0.83,-0.003,12.425,12.3,0.175,14.359,14.201,2.83,3.104,3.283,0.98,0.975,4.383,7.406
103,1.687,3.104,2.729,0.541,0.87,0.83,0.031,12.413,12.289,0.21,14.34,14.182,2.832,3.105,3.285,0.98,0.975,4.34,7.334
104,1.685,3.102,2.729,0.541,0.87,0.83,-0.002,12.397,12.274,0.18,14.337,14.18,2.834,3.106,3.29,0.98,0.976,4.419,7.323
105,1.684,3.103,2.727,0.54,0.869,0.829,-0.035,12.395,12.272,0.146,14.324,14.167,2.837,3.109,3.293,0.98,0.975,4.377,7.4
106,1.687,3.101,2.722,0.54,0.869,0.827,-0.002,12.358,12.235,0.178,14.324,14.168,2.839,3.112,3.293,0.98,0.975,4.336,7.488
107,1.687,3.1,2.721,0.541,0.869,0.827,0.035,12.357,12.235,0.214,14.314,14.158,2.836,3.11,3.294,0.98,0.975,4.295,7.418
108,1.685,3.098,2.72,0.539,0.868,0.827,0.0,12.354,12.233,0.179,14.304,14.149,2.833,3.108,3.292,0.98,0.975,4.255,7.349
109,1.684,3.098,2.719,0.539,0.868,0.827,0.011,12.357,12.236,0.189,14.299,14.144,2.83,3.108,3.292,0.98,0.975,4.216,7.282
110,1.682,3.1,2.721,0.539,0.868,0.827,0.0,12.36,12.239,0.178,14.294,14.14,2.827,3.101,3.287,0.98,0.976,4.178,7.215
111,1.683,3.103,2.724,0.538,0.869,0.828,-0.016,12.356,12.235,0.16,14.282,14.128,2.829,3.103,3.287,0.98,0.976,4.14,7.15
112,1.682,3.102,2.727,0.538,0.869,0.828,0.001,12.351,12.23,0.176,14.277,14.123,2.832,3.104,3.289,0.98,0.976,4.103,7.131
113,1.681,3.105,2.727,0.537,0.869,0.828,-0.025,12.364,12.242,0.151,14.285,14.131,2.833,3.105,3.291,0.98,0.976,4.067,7.166
114,1.679,3.104,2.73,0.538,0.869,0.829,0.001,12.349,12.228,0.177,14.301,14.147,2.834,3.105,3.291,0.98,0.976,4.031,7.104
115,1.678,3.104,2.728,0.537,0.869,0.828,-0.03,12.361,12.24,0.145,14.306,14.151,2.835,3.107,3.295,0.98,0.976,3.996,7.042
116,1.678,3.105,2.73,0.537,0.869,0.829,0.003,12.367,12.247,0.177,14.307,14.153,2.836,3.104,3.292,0.98,0.976,3.962,6.981
117,1.678,3.097,2.723,0.537,0.868,0.828,-0.004,12.348,12.227,0.17,14.275,14.121,2.84,3.106,3.295,0.98,0.976,4.083,7.077
118,1.676,3.097,2.721,0.537,0.868,0.827,0.004,12.341,12.22,0.178,14.283,14.13,2.844,3.107,3.3,0.98,0.976,4.126,7.171
119,1.674,3.099,2.718,0.536,0.868,0.826,0.005,12.361,12.239,0.179,14.296,14.141,2.849,3.11,3.306,0.98,0.976,4.091,7.187
120,1.675,3.1,2.722,0.537,0.868,0.827,0.006,12.354,12.233,0.18,14.284,14.129,2.854,3.11,3.305,0.98,0.976,4.057,7.127
121,1.676,3.101,2.724,0.536,0.866,0.824,0.006,12.356,12.235,0.181,14.287,14.133,2.857,3.109,3.304,0.98,0.975,4.023,7.234
122,1.676,3.101,2.726,0.537,0.866,0.824,0.008,12.37,12.25,0.182,14.308,14.155,2.859,3.108,3.303,0.98,0.975,4.173,7.265
123,1.677,3.101,2.728,0.536,0.864,0.821,0.041,12.378,12.258,0.215,14.315,14.163,2.858,3.107,3.297,0.98,0.975,4.139,7.206
124,1.677,3.099,2.724,0.536,0.864,0.821,0.008,12.372,12.251,0.181,14.322,14.167,2.858,3.106,3.292,0.98,0.975,4.105,7.148
125,1.679,3.103,2.729,0.536,0.861,0.819,0.051,12.406,12.286,0.223,14.358,14.205,2.863,3.105,3.293,0.98,0.975,4.072,7.251
126,1.679,3.103,2.726,0.536,0.86,0.817,0.007,12.389,12.266,0.179,14.361,14.202,2.868,3.108,3.294,0.98,0.975,4.358,7.511
127,1.677,3.105,2.729,0.534,0.86,0.817,-0.042,12.398,12.275,0.129,14.36,14.202,2.867,3.11,3.296,0.98,0.975,4.323,7.452
128,1.68,3.103,2.725,0.535,0.86,0.818,0.007,12.388,12.266,0.178,14.349,14.192,2.866,3.112,3.296,0.98,0.975,4.29,7.394
129,1.681,3.105,2.726,0.536,0.861,0.818,0.056,12.406,12.283,0.227,14.361,14.204,2.87,3.111,3.294,0.98,0.975,4.256,7.336
130,1.678,3.102,2.724,0.535,0.861,0.819,0.005,12.413,12.289,0.178,14.362,14.203,2.873,3.11,3.292,0.98,0.975,4.224,7.28
131,1.675,3.102,2.727,0.532,0.859,0.817,-0.059,12.431,12.308,0.118,14.383,14.225,2.875,3.11,3.296,0.98,0.975,4.191,7.224
132,1.683,3.106,2.732,0.535,0.86,0.818,0.009,12.443,12.32,0.186,14.39,14.233,2.877,3.11,3.292,0.98,0.975,4.16,7.169
133,1.686,3.104,2.732,0.535,0.86,0.818,0.022,12.435,12.313,0.199,14.385,14.229,2.875,3.109,3.29,0.98,0.975,4.128,7.116
134,1.686,3.104,2.729,0.535,0.86,0.818,0.008,12.437,12.314,0.186,14.384,14.226,2.872,3.108,3.291,0.98,0.975,4.097,7.062
135,1.687,3.105,2.73,0.536,0.861,0.818,0.053,12.428,12.305,0.233,14.386,14.228,2.875,3.11,3.292,0.98,0.975,4.067,7.01
136,1.685,3.11,2.735,0.535,0.861,0.818,0.006,12.418,12.293,0.203,14.382,14.223,2.877,3.111,3.294,0.979,0.975,4.098,7.02
137,1.686,3.114,2.739,0.535,0.861,0.818,0.012,12.444,12.321,0.209,14.409,14.251,2.876,3.11,3.293,0.979,0.975,4.069,7.334
138,1.687,3.115,2.743,0.536,0.861,0.819,0.005,12.443,12.32,0.202,14.438,14.28,2.874,3.109,3.294,0.979,0.975,4.039,7.28
139,1.686,3.118,2.747,0.536,0.861,0.819,-0.012,12.461,12.338,0.186,14.458,14.301,2.876,3.107,3.292,0.979,0.975,4.01,7.228
140,1.688,3.116,2.742,0.537,0.861,0.819,0.005,12.444,12.321,0.203,14.455,14.297,2.879,3.107,3.29,0.979,0.974,3.981,7.391
141,1.687,3.116,2.741,0.536,0.862,0.819,-0.034,12.457,12.335,0.163,14.461,14.305,2.881,3.108,3.292,0.979,0.974,3.953,7.338
142,1.688,3.115,2.742,0.536,0.861,0.819,0.007,12.463,12.342,0.203,14.462,14.306,2.884,3.109,3.291,0.979,0.974,3.925,7.287
143,1.69,3.117,2.745,0.537,0.862,0.819,0.058,12.465,12.344,0.253,14.456,14.3,2.88,3.11,3.29,0.979,0.975,3.898,7.236
144,1.687,3.117,2.742,0.536,0.861,0.819,0.007,12.46,12.335,0.203,14.445,14.285,2.877,3.11,3.294,0.979,0.975,3.871,7.185
145,1.689,3.119,2.743,0.536,0.862,0.82,-0.012,12.468,12.342,0.185,14.444,14.284,2.877,3.109,3.292,0.979,0.975,3.844,7.167
146,1.687,3.115,2.741,0.536,0.861,0.819,0.006,12.461,12.336,0.203,14.453,14.293,2.878,3.109,3.292,0.979,0.975,3.818,7.118
147,1.688,3.117,2.737,0.536,0.861,0.818,0.01,12.486,12.358,0.205,14.469,14.307,2.881,3.11,3.295,0.979,0.975,3.792,7.167
148,1.686,3.116,2.736,0.536,0.861,0.818,0.007,12.517,12.389,0.203,14.494,14.331,2.883,3.109,3.297,0.979,0.974,3.959,7.312
149,1.686,3.113,2.734,0.536,0.861,0.818,0.053,12.51,12.382,0.248,14.48,14.318,2.883,3.11,3.298,0.979,0.975,3.981,7.31
150,1.684,3.111,2.729,0.535,0.86,0.817,0.007,12.479,12.351,0.202,14.443,14.281,2.883,3.111,3.3,0.979,0.974,3.954,7.313
151,1.684,3.112,2.731,0.534,0.859,0.816,-0.012,12.481,12.353,0.184,14.45,14.289,2.885,3.113,3.303,0.979,0.974,3.928,7.265
152,1.684,3.114,2.732,0.535,0.859,0.816,0.008,12.486,12.359,0.202,14.466,14.306,2.887,3.112,3.304,0.979,0.975,3.902,7.217
153,1.685,3.114,2.73,0.534,0.858,0.816,0.024,12.484,12.357,0.218,14.471,14.31,2.887,3.113,3.302,0.979,0.975,3.877,7.17
154,1.685,3.116,2.73,0.534,0.858,0.815,0.006,12.474,12.347,0.201,14.465,14.305,2.887,3.113,3.302,0.979,0.975,3.981,7.318
155,1.687,3.114,2.727,0.534,0.857,0.814,-0.001,12.473,12.347,0.193,14.469,14.309,2.889,3.114,3.303,0.979,0.975,3.956,7.271
156,1.687,3.113,2.727,0.535,0.858,0.814,0.006,12.481,12.355,0.199,14.473,14.313,2.89,3.115,3.304,0.979,0.975,3.93,7.224
157,1.686,3.104,2.721,0.534,0.856,0.813,0.02,12.438,12.312,0.213,14.432,14.272,2.892,3.115,3.305,0.979,0.975,3.905,7.178
158,1.685,3.098,2.716,0.534,0.855,0.812,0.006,12.381,12.255,0.199,14.379,14.22,2.893,3.113,3.306,0.979,0.975,3.88,7.273
159,1.683,3.098,2.716,0.534,0.855,0.812,0.008,12.379,12.253,0.201,14.387,14.227,2.892,3.114,3.306,0.979,0.975,3.889,7.327
160,1.682,3.101,2.718,0.534,0.855,0.812,0.005,12.379,12.254,0.198,14.38,14.221,2.891,3.11,3.302,0.979,0.975,3.865,7.354
161,1.685,3.104,2.719,0.534,0.855,0.812,0.035,12.377,12.252,0.227,14.391,14.232,2.891,3.112,3.301,0.979,0.975,3.957,7.425
162,1.682,3.1,2.718,0.533,0.855,0.812,0.003,12.353,12.228,0.196,14.39,14.231,2.892,3.112,3.301,0.979,0.975,3.933,7.379
163,1.681,3.097,2.714,0.531,0.853,0.81,-0.041,12.336,12.211,0.154,14.372,14.214,2.889,3.113,3.304,0.979,0.974,4.006,7.496
164,1.685,3.099,2.715,0.533,0.854,0.811,0.002,12.357,12.232,0.196,14.386,14.228,2.887,3.108,3.298,0.979,0.974,3.981,7.45
165,1.684,3.095,2.712,0.532,0.853,0.81,-0.027,12.359,12.235,0.166,14.389,14.232,2.887,3.11,3.301,0.979,0.974,3.957,7.405
166,1.686,3.099,2.714,0.532,0.853,0.81,0.001,12.359,12.234,0.194,14.389,14.231,2.888,3.109,3.302,0.979,0.975,3.933,7.36
167,1.685,3.095,2.712,0.531,0.851,0.808,-0.011,12.357,12.234,0.183,14.394,14.238,2.887,3.109,3.304,0.979,0.974,3.91,7.402
168,1.688,3.097,2.711,0.532,0.852,0.808,0.001,12.365,12.239,0.195,14.402,14.243,2.885,3.11,3.305,0.979,0.975,3.886,7.358
169,1.69,3.099,2.714,0.533,0.852,0.808,0.021,12.368,12.243,0.216,14.418,14.26,2.89,3.111,3.308,0.979,0.975,3.863,7.314
170,1.688,3.099,2.715,0.532,0.852,0.809,-0.002,12.376,12.251,0.195,14.421,14.264,2.895,3.111,3.309,0.979,0.974,3.841,7.271
171,1.688,3.097,2.712,0.532,0.851,0.808,0.003,12.379,12.254,0.199,14.426,14.269,2.896,3.11,3.309,0.979,0.974,3.818,7.287
172,1.688,3.098,2.713,0.532,0.851,0.808,-0.002,12.367,12.243,0.194,14.407,14.251,2.897,3.109,3.309,0.979,0.974,3.796,7.274
173,1.687,3.096,2.714,0.531,0.85,0.808,-0.025,12.368,12.244,0.171,14.41,14.254,2.898,3.109,3.311,0.979,0.974,3.774,7.232
174,1.687,3.096,2.712,0.531,0.851,0.808,-0.003,12.361,12.237,0.192,14.408,14.252,2.898,3.109,3.309,0.979,0.974,3.752,7.19
175,1.69,3.096,2.712,0.531,0.851,0.808,0.014,12.364,12.24,0.209,14.419,14.264,2.898,3.113,3.313,0.979,0.974,3.731,7.149
176,1.688,3.093,2.712,0.53,0.851,0.808,-0.002,12.348,12.225,0.197,14.424,14.269,2.898,3.114,3.313,0.979,0.975,3.71,7.108
