ID,Target,PESQ_Mix,PESQ_Disc,PESQ_Gen,ESTOI_Mix,ESTOI_Disc,ESTOI_Gen,SISNR_Mix,SISNR_Disc,SISNR_Gen,SDR_Mix,SDR_Disc,SDR_Gen,DNSMOS_Mix,DNSMOS_Disc,DNSMOS_Gen,SIM_Disc,SIM_Gen,WER_Disc,WER_Gen
1089-134691-0015_3575-170457-0015,Spk2,1.745,3.195,3.027,0.65,0.899,0.855,0.078,14.706,14.646,0.339,16.942,16.843,3.147,3.087,3.368,0.973,0.979,18.472,5.179
1089-134691-0015_5683-32879-0011,Spk1,1.813,3.004,2.974,0.415,0.582,0.506,3.916,14.006,13.966,4.139,15.182,15.139,2.798,3.115,2.75,0.966,0.983,-3.75,-5.932
1089-134691-0015_5683-32879-0011,Spk2,1.67,2.914,2.141,0.629,0.871,0.796,-4.125,12.267,12.049,-3.922,15.066,14.608,2.798,3.046,2.764,0.981,0.971,-3.75,-5.932
1089-134691-0015_672-122797-0050,Spk1,1.904,3.652,3.395,0.431,0.598,0.537,5.187,17.295,17.248,5.335,18.925,18.938,3.537,3.154,3.711,0.979,0.983,-3.75,14.068
1089-134691-0015_672-122797-0050,Spk2,1.68,3.034,2.412,0.551,0.767,0.674,-5.516,10.952,10.405,-5.271,14.738,13.856,3.537,3.48,3.516,0.98,0.972,36.25,34.068
1089-134691-0016_260-123286-0009,Spk1,1.469,3.321,3.022,0.303,0.838,0.83,-6.436,14.17,14.117,-6.107,14.192,14.139,2.717,3.513,3.807,0.989,0.98,-3.75,-5.932
1089-134691-0016_260-123286-0009,Spk2,1.97,2.862,2.215,0.664,0.897,0.845,6.178,11.785,11.716,6.37,13.008,12.908,2.717,3.433,3.435,0.986,0.985,-3.75,-5.932
1089-134691-0017_5142-36586-0004,Spk1,1.803,3.367,2.867,0.636,0.93,0.915,6.173,15.293,15.153,6.455,15.902,15.734,3.354,3.128,3.304,0.992,0.988,-3.75,-5.932
1089-134691-0017_5142-36586-0004,Spk2,1.311,2.733,2.485,0.422,0.924,0.887,-6.681,14.024,13.726,-6.099,14.428,14.086,3.354,3.045,3.205,0.985,0.988,-3.75,-5.932
1089-134691-0018_4970-29095-0024,Spk1,1.299,3.059,3.172,0.222,0.623,0.631,-8.518,15.397,15.399,-7.662,17.091,17.127,3.17,3.218,4.045,0.956,0.954,-3.75,-5.932
