ID,Target,PESQ_Mix,PESQ_Disc,PESQ_Gen,ESTOI_Mix,ESTOI_Disc,ESTOI_Gen,SISNR_Mix,SISNR_Disc,SISNR_Gen,SDR_Mix,SDR_Disc,SDR_Gen,DNSMOS_Mix,DNSMOS_Disc,DNSMOS_Gen,SIM_Disc,SIM_Gen,WER_Disc,WER_Gen
1188-133604-0011_4970-29095-0008,Spk2,1.399,3.019,2.803,0.423,0.918,0.917,-3.837,13.689,13.64,-3.263,14.993,14.935,3.737,3.028,3.649,0.97,0.959,0.0,0.0
1188-133604-0012_5105-28241-0016,Spk2,1.73,3.18,2.82,0.544,0.825,0.815,-0.882,10.473,10.403,-0.747,11.278,11.206,3.026,2.946,3.502,0.982,0.974,0.0,5.0
1188-133604-0013_2830-3980-0004,Spk1,1.435,2.797,2.895,0.373,0.744,0.77,-3.913,12.38,12.318,-3.764,14.929,14.867,3.005,3.01,3.615,0.977,0.979,0.0,0.0
1188-133604-0013_2830-3980-0004,Spk2,1.854,3.119,2.415,0.567,0.926,0.847,3.736,11.275,11.164,3.806,14.053,13.822,3.005,3.152,3.367,0.974,0.973,0.0,0.0
1188-133604-0014_4992-23283-0016,Spk1,2.045,3.039,2.841,0.487,0.792,0.77,3.056,12.819,12.778,3.288,16.338,16.302,2.841,3.75,3.766,0.983,0.988,0.0,0.0
1188-133604-0014_4992-23283-0016,Spk2,1.469,2.648,2.662,0.488,0.866,0.824,-2.766,9.51,9.501,-1.907,15.239,15.232,2.841,3.312,3.504,0.98,0.987,0.0,0.0
1188-133604-0016_7176-88083-0018,Spk1,1.79,2.901,2.813,0.499,0.807,0.768,3.023,12.546,12.407,3.085,15.214,15.007,3.438,3.565,3.921,0.988,0.989,0.0,6.667
1188-133604-0016_7176-88083-0018,Spk2,1.65,2.79,2.312,0.517,0.861,0.759,-2.766,10.031,9.977,-2.679,12.144,12.055,3.438,3.297,3.973,0.982,0.979,3.125,3.125
1188-133604-0017_5142-33396-0001,Spk1,1.781,3.47,3.1,0.687,0.92,0.895,4.835,13.749,13.675,4.906,17.091,16.954,3.269,3.193,3.729,0.982,0.987,0.0,0.0
1188-133604-0017_5142-33396-0001,Spk2,1.432,3.094,2.923,0.382,0.903,0.869,-4.927,15.003,14.828,-4.802,15.861,15.674,3.269,3.391,3.572,0.986,0.986,6.667,6.667
1188-133604-0017_6930-81414-0007,Spk1,1.563,3.1,2.737,0.692,0.899,0.884,7.967,12.985,12.94,8.015,15.495,15.422,3.289,3.205,3.396,0.976,0.974,0.0,0.0
1188-133604-0018_1089-134686-0026,Spk1,1.805,2.847,2.666,0.596,0.837,0.78,2.2,11.349,11.298,2.458,13.125,13.055,3.075,3.152,3.4,0.983,0.986,0.0,0.0
1188-133604-0018_1089-134686-0026,Spk2,1.817,3.239,2.876,0.466,0.872,0.834,-2.083,11.074,10.958,-1.432,11.912,11.79,3.075,3.121,3.401,0.99,0.975,0.0,0.0
1188-133604-0019_7127-75947-0006,Spk1,2.391,3.268,2.594,0.712,0.827,0.768,3.196,13.593,13.493,3.269,16.015,15.883,3.787,2.954,3.25,0.99,0.972,0.0,0.0
1188-133604-0019_8224-274384-0008,Spk1,2.131,3.186,2.764,0.649,0.868,0.815,4.11,11.93,11.815,4.151,14.248,14.078,3.694,3.307,3.619,0.991,0.988,0.0,0.0
1188-133604-0020_1320-122617-0025,Spk1,1.974,3.057,3.045,0.555,0.796,0.775,1.294,11.809,11.769,1.465,13.857,13.809,3.26,3.216,3.411,0.984,0.984,0.0,0.0
1188-133604-0020_1320-122617-0025,Spk2,1.902,3.045,2.592,0.624,0.882,0.828,-1.43,10.494,10.443,-1.272,14.034,13.941,3.26,3.206,3.447,0.981,0.98,4.167,0.0
1188-133604-0020_3729-6852-0044,Spk1,1.853,3.083,2.95,0.51,0.82,0.771,4.126,12.796,12.739,4.192,15.17,15.088,2.978,3.566,3.71,0.982,0.981,0.0,0.0
1188-133604-0020_3729-6852-0044,Spk2,1.604,3.115,2.547,0.445,0.793,0.743,-4.074,8.26,8.156,-4.017,12.875,12.601,2.978,3.15,3.533,0.968,0.971,0.0,0.0
1188-133604-0022_1221-135767-0019,Spk1,2.151,2.952,2.712,0.458,0.677,0.568,5.406,14.724,14.513,5.647,18.801,18.428,3.206,3.015,3.584,0.984,0.973,0.0,0.0
1188-133604-0022_1221-135767-0019,Spk2,1.762,3.463,2.214,0.511,0.745,0.663,-5.479,13.296,12.684,-5.358,16.035,15.24,3.206,3.075,3.458,0.989,0.979,0.0,0.0
